Production_ID,Date,Shift,Machine_ID,Operator_ID,Production_Line,Planned_Time_mins,Downtime_Minutes,Operating_Time_mins,Total_Pieces,Defective_Pieces,Ideal_Cycle_Time_mins_per_piece,Failure_Flag,Failure_ID,Air_Temperature_K,Process_Temperature_K,Humidity_Percentage,Energy_Consumption_kWh,Target_Production,Actual_Production,Overtime_Minutes
PROD02196,2024-11-11,Night,M008,OP012,Line 3,480,7,473,461,13,1.0,0,F000,304.74,315.97,40.6,36.92,432,461,0
PROD02197,2024-11-18,Morning,M008,OP018,Line 3,480,5,475,400,8,1.0,0,F000,303.48,313.13,67.7,40.22,432,400,16
PROD02198,2024-11-18,Afternoon,M008,OP014,Line 3,480,8,472,446,8,1.0,0,F000,299.35,314.13,47.1,38.32,432,446,0
PROD02199,2024-11-18,Night,M008,OP004,Line 3,480,6,474,434,13,1.0,0,F000,306.01,319.31,58.6,47.21,432,434,0
PROD02200,2024-11-23,Morning,M008,OP009,Line 3,480,9,471,390,7,1.0,0,F000,298.52,308.9,63.7,40.71,432,390,21
PROD02201,2024-11-23,Afternoon,M008,OP014,Line 3,480,30,450,407,70,1.0,1,F005,299.66,313.47,56.7,44.85,432,407,12
PROD02202,2024-11-23,Night,M008,OP019,Line 3,480,7,473,420,12,1.0,0,F000,296.33,305.53,64.6,32.93,432,420,6
PROD02203,2024-11-25,Morning,M008,OP018,Line 3,480,6,474,463,9,1.0,0,F000,302.77,313.0,49.9,43.25,432,463,0
PROD02204,2024-11-25,Afternoon,M008,OP006,Line 3,480,158,322,264,24,1.0,1,F002,296.75,306.03,64.2,30.18,432,264,84
PROD02205,2024-11-25,Night,M008,OP006,Line 3,480,18,462,413,12,1.0,0,F000,298.16,311.48,70.2,39.56,432,413,9
PROD02206,2024-11-26,Morning,M008,OP020,Line 3,480,4,476,412,8,1.0,0,F000,299.37,309.38,57.9,39.62,432,412,10
PROD02207,2024-11-26,Afternoon,M008,OP002,Line 3,480,6,474,402,8,1.0,0,F000,299.7,310.57,35.0,45.9,432,402,15
PROD02208,2024-11-26,Night,M008,OP008,Line 3,480,6,474,404,12,1.0,0,F000,299.2,307.67,68.4,40.48,432,404,14
PROD02209,2024-12-02,Morning,M008,OP015,Line 3,480,2,478,453,9,1.0,0,F000,297.99,311.33,56.5,31.44,432,453,0
PROD02210,2024-12-02,Afternoon,M008,OP002,Line 3,480,27,453,437,71,1.0,1,F005,298.98,309.92,35.9,36.78,432,437,0
PROD02211,2024-12-02,Night,M008,OP010,Line 3,480,5,475,398,11,1.0,0,F000,298.76,312.64,54.0,36.39,432,398,17
PROD02212,2024-12-05,Morning,M008,OP009,Line 3,480,8,472,462,9,1.0,0,F000,297.13,305.2,57.9,32.11,432,462,0
PROD02213,2024-12-05,Afternoon,M008,OP004,Line 3,480,7,473,422,8,1.0,0,F000,301.29,310.07,74.3,45.18,432,422,5
PROD02214,2024-12-05,Night,M008,OP009,Line 3,480,28,452,425,83,1.0,1,F005,301.7,311.8,72.5,40.2,432,425,3
PROD02215,2024-12-11,Morning,M008,OP014,Line 3,480,5,475,463,9,1.0,0,F000,300.62,311.91,70.8,38.14,432,463,0
PROD02216,2024-12-11,Afternoon,M008,OP002,Line 3,480,11,469,418,8,1.0,0,F000,301.78,314.63,66.6,39.28,432,418,7
PROD02217,2024-12-11,Night,M008,OP016,Line 3,480,13,467,447,13,1.0,0,F000,294.15,302.85,57.0,27.75,432,447,0
PROD02218,2024-12-17,Morning,M008,OP015,Line 3,480,8,472,400,8,1.0,0,F000,300.99,313.87,36.6,30.97,432,400,16
PROD02219,2024-12-17,Afternoon,M008,OP013,Line 3,480,11,469,390,7,1.0,0,F000,297.89,308.31,66.2,43.07,432,390,21
PROD02220,2024-12-17,Night,M008,OP008,Line 3,480,7,473,449,13,1.0,0,F000,300.05,308.13,49.4,33.48,432,449,0
PROD02221,2024-12-19,Morning,M008,OP003,Line 3,480,11,469,417,8,1.0,0,F000,297.78,309.05,42.9,36.02,432,417,7
PROD02222,2024-12-19,Afternoon,M008,OP016,Line 3,480,17,463,379,7,1.0,0,F000,298.99,309.36,55.0,33.83,432,379,26
PROD02223,2024-12-19,Night,M008,OP008,Line 3,480,5,475,396,11,1.0,0,F000,299.67,313.13,59.1,44.28,432,396,18
PROD02224,2024-12-20,Morning,M008,OP004,Line 3,480,2,478,446,8,1.0,0,F000,297.83,306.18,54.5,40.81,432,446,0
PROD02225,2024-12-20,Afternoon,M008,OP015,Line 3,480,7,473,464,9,1.0,0,F000,297.61,308.81,50.8,35.09,432,464,0
PROD02226,2024-12-20,Night,M008,OP013,Line 3,480,16,464,408,12,1.0,0,F000,299.66,310.57,70.8,43.64,432,408,12
PROD02227,2024-12-24,Morning,M008,OP017,Line 3,480,6,474,463,9,1.0,0,F000,304.26,314.83,46.9,41.44,432,463,0
PROD02228,2024-12-24,Afternoon,M008,OP004,Line 3,480,8,472,462,9,1.0,0,F000,296.96,306.0,54.0,41.34,432,462,0
PROD02229,2024-12-24,Night,M008,OP014,Line 3,480,29,451,372,50,1.0,1,F005,302.09,310.23,74.1,33.63,432,372,30
PROD02230,2024-12-31,Morning,M008,OP015,Line 3,480,84,396,341,38,1.0,1,F001,296.76,307.73,55.4,27.67,432,341,45
PROD02231,2024-12-31,Afternoon,M008,OP014,Line 3,480,1,479,425,8,1.0,0,F000,298.09,306.93,72.3,31.61,432,425,3
PROD02232,2024-12-31,Night,M008,OP017,Line 3,480,7,473,434,13,1.0,0,F000,294.02,303.99,38.3,28.01,432,434,0
PROD02233,2024-01-02,Morning,M009,OP013,Line 3,480,18,462,1065,21,0.4,0,F000,302.43,315.86,59.4,35.16,1080,1065,3
PROD02234,2024-01-02,Afternoon,M009,OP017,Line 3,480,2,478,1048,20,0.4,0,F000,300.3,312.07,42.6,35.25,1080,1048,6
PROD02235,2024-01-02,Night,M009,OP003,Line 3,480,19,461,990,29,0.4,0,F000,304.21,314.16,66.5,42.8,1080,990,18
PROD02236,2024-01-09,Morning,M009,OP009,Line 3,480,8,472,1050,21,0.4,0,F000,297.42,308.93,72.1,35.23,1080,1050,6
PROD02237,2024-01-09,Afternoon,M009,OP009,Line 3,480,10,470,1032,20,0.4,0,F000,297.58,310.87,71.1,28.56,1080,1032,9
PROD02238,2024-01-09,Night,M009,OP007,Line 3,480,8,472,1112,33,0.4,0,F000,296.88,305.87,69.0,37.68,1080,1112,0
PROD02239,2024-01-13,Morning,M009,OP007,Line 3,480,11,469,983,19,0.4,0,F000,303.82,312.91,60.2,28.39,1080,983,19
PROD02240,2024-01-13,Afternoon,M009,OP013,Line 3,480,9,471,971,19,0.4,0,F000,301.36,313.84,69.6,44.46,1080,971,21
PROD02241,2024-01-13,Night,M009,OP001,Line 3,480,4,476,1167,35,0.4,0,F000,295.86,309.25,68.3,44.52,1080,1167,0
PROD02242,2024-01-15,Morning,M009,OP015,Line 3,480,1,479,1011,20,0.4,0,F000,298.65,310.2,58.2,34.72,1080,1011,13
PROD02243,2024-01-15,Afternoon,M009,OP004,Line 3,480,2,478,1065,21,0.4,0,F000,307.05,319.85,63.8,45.53,1080,1065,3
PROD02244,2024-01-15,Night,M009,OP020,Line 3,480,7,473,1047,31,0.4,0,F000,300.1,308.21,36.3,30.28,1080,1047,6
PROD02245,2024-01-18,Morning,M009,OP011,Line 3,480,2,478,1133,22,0.4,0,F000,303.07,312.43,71.1,33.18,1080,1133,0
PROD02246,2024-01-18,Afternoon,M009,OP016,Line 3,480,6,474,1102,22,0.4,0,F000,306.05,318.54,48.4,38.07,1080,1102,0
PROD02247,2024-01-18,Night,M009,OP007,Line 3,480,2,478,982,29,0.4,0,F000,299.88,314.39,40.7,31.15,1080,982,19
PROD02248,2024-01-26,Morning,M009,OP006,Line 3,480,1,479,999,19,0.4,0,F000,294.53,309.01,73.3,37.1,1080,999,16
PROD02249,2024-01-26,Afternoon,M009,OP005,Line 3,480,5,475,1064,21,0.4,0,F000,303.03,311.44,59.4,40.62,1080,1064,3
PROD02250,2024-01-26,Night,M009,OP012,Line 3,480,5,475,1049,31,0.4,0,F000,293.85,302.78,65.6,41.4,1080,1049,6
PROD02251,2024-01-27,Morning,M009,OP001,Line 3,480,11,469,1012,20,0.4,0,F000,300.11,313.82,66.6,42.71,1080,1012,13
PROD02252,2024-01-27,Afternoon,M009,OP012,Line 3,480,13,467,1121,22,0.4,0,F000,295.35,305.25,70.1,37.3,1080,1121,0
PROD02253,2024-01-27,Night,M009,OP005,Line 3,480,8,472,1167,35,0.4,0,F000,300.02,314.59,51.0,30.61,1080,1167,0
PROD02254,2024-02-05,Morning,M009,OP019,Line 3,480,1,479,1063,21,0.4,0,F000,302.88,314.13,66.0,47.32,1080,1063,3
PROD02255,2024-02-05,Afternoon,M009,OP009,Line 3,480,6,474,1034,20,0.4,0,F000,303.2,317.19,61.7,31.19,1080,1034,9
PROD02256,2024-02-05,Night,M009,OP013,Line 3,480,8,472,1004,30,0.4,0,F000,292.81,307.54,57.5,30.17,1080,1004,15
PROD02257,2024-02-06,Morning,M009,OP020,Line 3,480,7,473,1156,23,0.4,0,F000,298.38,312.63,50.1,47.14,1080,1156,0
PROD02258,2024-02-06,Afternoon,M009,OP018,Line 3,480,3,477,1162,23,0.4,0,F000,299.06,311.28,73.1,38.75,1080,1162,0
PROD02259,2024-02-06,Night,M009,OP010,Line 3,480,13,467,1036,31,0.4,0,F000,295.3,306.46,42.5,45.25,1080,1036,8
PROD02260,2024-02-10,Morning,M009,OP008,Line 3,480,5,475,1008,20,0.4,0,F000,299.56,311.22,69.7,32.76,1080,1008,14
PROD02261,2024-02-10,Afternoon,M009,OP003,Line 3,480,4,476,1082,21,0.4,0,F000,301.89,310.48,74.6,35.78,1080,1082,0
PROD02262,2024-02-10,Night,M009,OP003,Line 3,480,2,478,1178,35,0.4,0,F000,304.74,317.63,72.2,30.84,1080,1178,0
PROD02263,2024-02-15,Morning,M009,OP001,Line 3,480,5,475,1104,22,0.4,0,F000,300.11,310.1,72.4,29.17,1080,1104,0
PROD02264,2024-02-15,Afternoon,M009,,Line 3,480,12,468,1057,21,0.4,0,F000,300.78,309.85,60.4,38.02,1080,1057,4
PROD02265,2024-02-15,Night,M009,OP001,Line 3,480,6,474,1037,31,0.4,0,F000,298.81,312.01,61.7,41.49,1080,1037,8
PROD02266,2024-02-16,Morning,M009,OP019,Line 3,480,16,464,1079,21,0.4,0,F000,297.78,306.17,42.3,33.76,1080,1079,0
PROD02267,2024-02-16,Afternoon,M009,OP019,Line 3,480,18,462,1031,20,0.4,0,F000,301.3,315.9,57.3,39.07,1080,1031,9
PROD02268,2024-02-16,Night,M009,OP013,Line 3,480,12,468,1067,32,0.4,0,F000,299.51,314.32,67.7,40.18,1080,1067,2
PROD02269,2024-02-17,Morning,M009,OP017,Line 3,480,13,467,973,19,0.4,0,F000,298.78,313.33,52.9,35.31,1080,973,21
PROD02270,2024-02-17,Afternoon,M009,OP010,Line 3,480,5,475,1070,21,0.4,0,F000,298.11,311.41,61.1,42.3,1080,1070,2
PROD02271,2024-02-17,Night,M009,OP007,Line 3,480,0,480,1034,31,0.4,0,F000,303.24,312.08,41.5,32.51,1080,1034,9
PROD02272,2024-02-20,Morning,M009,OP006,Line 3,480,9,471,1135,22,0.4,0,F000,298.7,307.38,37.1,37.19,1080,1135,0
PROD02273,2024-02-20,Afternoon,M009,OP011,Line 3,480,18,462,1015,20,0.4,0,F000,300.19,312.22,61.5,45.73,1080,1015,13
PROD02274,2024-02-20,Night,M009,OP015,Line 3,480,11,469,1077,32,0.4,0,F000,301.26,314.32,58.6,37.55,1080,1077,0
PROD02275,2024-03-01,Morning,M009,OP009,Line 3,480,5,475,1010,20,0.4,0,F000,297.26,307.19,52.9,38.63,1080,1010,14
PROD02276,2024-03-01,Afternoon,M009,OP003,Line 3,480,1,479,1134,22,0.4,0,F000,309.66,321.4,69.6,43.41,1080,1134,0
PROD02277,2024-03-01,Night,M009,OP018,Line 3,480,14,466,1092,32,0.4,0,F000,297.4,310.84,59.3,42.67,1080,1092,0
PROD02278,2024-03-11,Morning,M009,OP012,Line 3,480,17,463,966,19,0.4,0,F000,300.49,313.36,73.4,30.47,1080,966,22
PROD02279,2024-03-11,Afternoon,M009,OP018,Line 3,480,6,474,1010,20,0.4,0,F000,299.85,308.36,66.8,37.77,1080,1010,14
PROD02280,2024-03-11,Night,M009,OP020,Line 3,480,10,470,1124,33,0.4,0,F000,304.09,314.34,68.4,32.69,1080,1124,0
PROD02281,2024-03-12,Morning,M009,OP019,Line 3,480,6,474,1093,21,0.4,0,F000,302.24,314.77,67.9,27.77,1080,1093,0
PROD02282,2024-03-12,Afternoon,M009,OP001,Line 3,480,12,468,961,19,0.4,0,F000,302.03,312.21,70.7,29.72,1080,961,23
PROD02283,2024-03-12,Night,M009,OP013,Line 3,480,4,476,1162,34,0.4,0,F000,299.59,308.16,56.6,41.33,1080,1162,0
PROD02284,2024-03-19,Morning,M009,OP013,Line 3,480,11,469,1108,22,0.4,0,F000,298.34,306.62,55.5,45.41,1080,1108,0
PROD02285,2024-03-19,Afternoon,M009,OP011,Line 3,480,5,475,1169,23,0.4,0,F000,299.83,311.57,35.5,35.51,1080,1169,0
PROD02286,2024-03-19,Night,M009,OP011,Line 3,480,14,466,1011,30,0.4,0,F000,295.6,306.66,59.0,44.25,1080,1011,13
PROD02287,2024-03-22,Morning,M009,OP002,Line 3,480,3,477,988,19,0.4,0,F000,303.22,313.32,69.0,37.87,1080,988,18
PROD02288,2024-03-22,Afternoon,M009,OP002,Line 3,480,13,467,1053,21,0.4,0,F000,308.11,319.65,73.6,38.37,1080,1053,5
PROD02289,2024-03-22,Night,M009,OP010,Line 3,480,2,478,1117,33,0.4,0,F000,303.44,312.09,68.6,44.29,1080,1117,0
PROD02290,2024-03-23,Morning,M009,OP011,Line 3,480,2,478,1020,20,0.4,0,F000,303.13,317.12,40.8,35.67,1080,1020,12
PROD02291,2024-03-23,Afternoon,M009,OP002,Line 3,480,8,472,1080,21,0.4,0,F000,297.03,306.72,61.3,29.85,1080,1080,0
PROD02292,2024-03-23,Night,M009,OP016,Line 3,480,7,473,1106,33,0.4,0,F000,304.49,319.4,40.9,33.88,1080,1106,0
PROD02293,2024-03-27,Morning,M009,OP005,Line 3,480,7,473,1160,23,0.4,0,F000,298.42,309.78,62.9,43.29,1080,1160,0
PROD02294,2024-03-27,Afternoon,M009,OP019,Line 3,480,14,466,971,19,0.4,0,F000,301.83,315.09,46.6,41.92,1080,971,21
PROD02295,2024-03-27,Night,M009,OP011,Line 3,480,4,476,1030,30,0.4,0,F000,302.47,313.18,51.3,45.12,1080,1030,10
PROD02296,2024-04-01,Morning,M009,OP018,Line 3,480,8,472,1152,23,0.4,0,F000,297.57,308.11,74.0,30.35,1080,1152,0
PROD02297,2024-04-01,Afternoon,M009,OP002,Line 3,480,3,477,1075,21,0.4,0,F000,296.92,306.43,50.5,35.84,1080,1075,1
PROD02298,2024-04-01,Night,M009,OP003,Line 3,480,2,478,1060,31,0.4,0,F000,298.88,309.92,35.3,28.79,1080,1060,4
PROD02299,2024-04-04,Morning,M009,OP006,Line 3,480,6,474,1140,22,0.4,0,F000,297.16,305.24,43.7,28.57,1080,1140,0
PROD02300,2024-04-04,Afternoon,M009,OP007,Line 3,480,11,469,1088,21,0.4,0,F000,297.2,306.2,40.4,39.38,1080,1088,0
PROD02301,2024-04-04,Night,M009,OP013,Line 3,480,7,473,1043,31,0.4,0,F000,296.04,305.66,39.5,40.46,1080,1043,7
PROD02302,2024-04-06,Morning,M009,OP016,Line 3,480,9,471,1071,21,0.4,0,F000,300.82,309.12,69.5,36.74,1080,1071,1
PROD02303,2024-04-06,Afternoon,M009,OP020,Line 3,480,9,471,1016,20,0.4,0,F000,299.38,314.04,36.8,33.22,1080,1016,12
PROD02304,2024-04-06,Night,M009,OP018,Line 3,480,5,475,1039,31,0.4,0,F000,304.19,315.79,40.0,28.11,1080,1039,8
PROD02305,2024-04-10,Morning,M009,OP006,Line 3,480,6,474,1042,20,0.4,0,F000,301.5,315.42,65.5,35.59,1080,1042,7
PROD02306,2024-04-10,Afternoon,M009,OP001,Line 3,480,10,470,993,19,0.4,0,F000,306.07,317.52,54.8,33.71,1080,993,17
PROD02307,2024-04-10,Night,M009,OP005,Line 3,480,12,468,979,29,0.4,0,F000,298.56,310.35,36.2,27.67,1080,979,20
PROD02308,2024-04-15,Morning,M009,OP012,Line 3,480,14,466,1035,20,0.4,0,F000,300.79,309.71,49.1,46.67,1080,1035,9
PROD02309,2024-04-15,Afternoon,M009,OP004,Line 3,480,6,474,1011,20,0.4,0,F000,303.24,316.0,60.4,29.52,1080,1011,13
PROD02310,2024-04-15,Night,M009,OP007,Line 3,480,2,478,1086,32,0.4,0,F000,300.09,312.09,49.9,31.48,1080,1086,0
PROD02311,2024-04-20,Morning,M009,OP011,Line 3,480,5,475,1062,21,0.4,0,F000,299.55,314.33,64.3,34.99,1080,1062,3
PROD02312,2024-04-20,Afternoon,M009,OP003,Line 3,480,18,462,1038,20,0.4,0,F000,304.7,313.08,63.9,29.67,1080,1038,8
PROD02313,2024-04-20,Night,M009,OP014,Line 3,480,15,465,1078,32,0.4,0,F000,296.86,310.07,47.0,41.27,1080,1078,0
PROD02314,2024-04-24,Morning,M009,OP018,Line 3,480,14,466,1064,21,0.4,0,F000,299.37,308.73,47.9,39.13,1080,1064,3
PROD02315,2024-04-24,Afternoon,M009,OP016,Line 3,480,8,472,968,19,0.4,0,F000,299.63,308.93,44.7,42.32,1080,968,22
PROD02316,2024-04-24,Night,M009,OP001,Line 3,480,2,478,1033,30,0.4,0,F000,299.12,313.11,67.2,29.9,1080,1033,9
PROD02317,2024-04-30,Morning,M009,OP005,Line 3,480,6,474,1020,20,0.4,0,F000,302.05,314.88,59.1,37.22,1080,1020,12
PROD02318,2024-04-30,Afternoon,M009,OP008,Line 3,480,19,461,1023,20,0.4,0,F000,305.14,314.95,42.4,37.85,1080,1023,11
PROD02319,2024-04-30,Night,M009,OP016,Line 3,480,12,468,1145,34,0.4,0,F000,302.64,314.96,58.7,31.07,1080,1145,0
PROD02320,2024-05-01,Morning,M009,OP005,Line 3,480,9,471,1107,22,0.4,0,F000,297.97,307.54,56.4,34.2,1080,1107,0
PROD02321,2024-05-01,Afternoon,M009,OP017,Line 3,480,4,476,1092,21,0.4,0,F000,299.92,308.38,59.7,32.36,1080,1092,0
PROD02322,2024-05-01,Night,M009,OP020,Line 3,480,3,477,1172,35,0.4,0,F000,309.27,320.73,37.8,39.6,1080,1172,0
PROD02323,2024-05-02,Morning,M009,OP011,Line 3,480,54,426,1021,187,0.4,1,F006,298.88,309.27,70.9,26.91,1080,1021,11
PROD02324,2024-05-02,Afternoon,M009,OP013,Line 3,480,10,470,1087,21,0.4,0,F000,302.09,311.5,73.4,29.93,1080,1087,0
PROD02325,2024-05-02,Night,M009,OP016,Line 3,480,17,463,990,29,0.4,0,F000,302.91,313.94,60.0,42.36,1080,990,18
PROD02326,2024-05-06,Morning,M009,OP013,Line 3,480,7,473,1010,20,0.4,0,F000,304.27,312.8,70.5,37.71,1080,1010,14
PROD02327,2024-05-06,Afternoon,M009,OP011,Line 3,480,5,475,1069,21,0.4,0,F000,302.9,312.35,49.5,32.51,1080,1069,2
PROD02328,2024-05-06,Night,M009,OP016,Line 3,480,4,476,1077,32,0.4,0,F000,298.54,308.67,60.2,29.52,1080,1077,0
PROD02329,2024-05-09,Morning,M009,OP017,Line 3,480,5,475,984,19,0.4,0,F000,301.91,314.64,69.7,37.16,1080,984,19
PROD02330,2024-05-09,Afternoon,M009,OP001,Line 3,480,7,473,996,19,0.4,0,F000,298.57,310.55,35.1,45.97,1080,996,16
PROD02331,2024-05-09,Night,M009,OP009,Line 3,480,4,476,1057,31,0.4,0,F000,301.49,311.99,68.9,43.88,1080,1057,4
PROD02332,2024-05-16,Morning,M009,OP004,Line 3,480,10,470,1019,20,0.4,0,F000,295.84,306.97,47.6,37.08,1080,1019,12
PROD02333,2024-05-16,Afternoon,M009,OP020,Line 3,480,4,476,1094,21,0.4,0,F000,300.57,313.81,68.5,41.88,1080,1094,0
PROD02334,2024-05-16,Night,M009,OP011,Line 3,480,5,475,1157,34,0.4,0,F000,295.51,307.05,36.4,42.45,1080,1157,0
PROD02335,2024-05-17,Morning,M009,OP019,Line 3,480,69,411,981,102,0.4,1,F003,302.31,313.37,43.7,26.99,1080,981,19
PROD02336,2024-05-17,Afternoon,M009,OP003,Line 3,480,6,474,998,19,0.4,0,F000,295.36,304.46,56.9,41.66,1080,998,16
PROD02337,2024-05-17,Night,M009,OP015,Line 3,480,14,466,1020,30,0.4,0,F000,298.34,307.94,35.7,40.92,1080,1020,12
PROD02338,2024-05-18,Morning,M009,OP010,Line 3,480,10,470,1147,22,0.4,0,F000,306.77,315.91,71.4,43.61,1080,1147,0
PROD02339,2024-05-18,Afternoon,M009,OP017,Line 3,480,5,475,1140,22,0.4,0,F000,301.61,312.39,53.4,37.75,1080,1140,0
PROD02340,2024-05-18,Night,M009,OP002,Line 3,480,8,472,1149,34,0.4,0,F000,299.23,308.13,53.0,40.31,1080,1149,0
PROD02341,2024-06-05,Morning,M009,OP009,Line 3,480,8,472,1137,22,0.4,0,F000,303.32,314.01,38.1,42.05,1080,1137,0
PROD02342,2024-06-05,Afternoon,M009,OP009,Line 3,480,6,474,1033,20,0.4,0,F000,301.5,314.73,58.0,38.36,1080,1033,9
PROD02343,2024-06-05,Night,M009,OP018,Line 3,480,11,469,1025,30,0.4,0,F000,297.07,306.96,66.0,35.12,1080,1025,11
PROD02344,2024-06-07,Morning,M009,OP018,Line 3,480,0,480,1110,22,0.4,0,F000,301.41,315.84,41.2,35.9,1080,1110,0
PROD02345,2024-06-07,Afternoon,M009,OP017,Line 3,480,14,466,1037,20,0.4,0,F000,298.81,307.5,47.9,44.91,1080,1037,8
PROD02346,2024-06-07,Night,M009,OP012,Line 3,480,5,475,1074,32,0.4,0,F000,301.06,315.55,72.9,34.18,1080,1074,1
PROD02347,2024-06-08,Morning,M009,OP017,Line 3,480,6,474,1171,23,0.4,0,F000,301.59,311.51,35.3,35.36,1080,1171,0
PROD02348,2024-06-08,Afternoon,M009,OP012,Line 3,480,6,474,1078,21,0.4,0,F000,302.99,311.92,62.3,34.79,1080,1078,0
PROD02349,2024-06-08,Night,M009,OP001,Line 3,480,3,477,1012,30,0.4,0,F000,299.89,308.37,55.5,40.04,1080,1012,13
PROD02350,2024-06-24,Morning,M009,OP008,Line 3,480,13,467,996,19,0.4,0,F000,302.54,314.24,71.5,46.77,1080,996,16
PROD02351,2024-06-24,Afternoon,M009,OP009,Line 3,480,12,468,1131,22,0.4,0,F000,299.59,314.3,51.3,28.38,1080,1131,0
PROD02352,2024-06-24,Night,M009,OP018,Line 3,480,4,476,1105,33,0.4,0,F000,296.73,305.16,36.8,41.59,1080,1105,0
PROD02353,2024-06-25,Morning,M009,OP014,Line 3,480,8,472,973,19,0.4,0,F000,295.28,308.51,43.5,40.74,1080,973,21
PROD02354,2024-06-25,Afternoon,M009,OP016,Line 3,480,12,468,1054,21,0.4,0,F000,296.16,307.55,68.8,43.5,1080,1054,5
PROD02355,2024-06-25,Night,M009,OP002,Line 3,480,5,475,1173,35,0.4,0,F000,298.64,309.18,59.4,38.19,1080,1173,0
PROD02356,2024-06-28,Morning,M009,OP001,Line 3,480,6,474,1126,22,0.4,0,F000,299.51,312.77,54.7,47.28,1080,1126,0
PROD02357,2024-06-28,Afternoon,M009,OP002,Line 3,480,7,473,1097,21,0.4,0,F000,300.39,308.52,48.5,44.04,1080,1097,0
PROD02358,2024-06-28,Night,M009,OP002,Line 3,480,17,463,948,28,0.4,0,F000,302.25,315.27,45.0,30.16,1080,948,26
PROD02359,2024-06-29,Morning,M009,OP015,Line 3,480,16,464,1020,20,0.4,0,F000,292.0,300.98,55.8,39.17,1080,1020,12
PROD02360,2024-06-29,Afternoon,M009,OP018,Line 3,480,5,475,981,19,0.4,0,F000,298.45,307.12,64.8,40.94,1080,981,19
PROD02361,2024-06-29,Night,M009,OP017,Line 3,480,6,474,1045,31,0.4,0,F000,304.16,312.63,71.0,42.34,1080,1045,7
PROD02362,2024-07-01,Morning,M009,OP017,Line 3,480,4,476,1077,21,0.4,0,F000,298.61,311.89,40.2,39.86,1080,1077,0
PROD02363,2024-07-01,Afternoon,M009,OP014,Line 3,480,10,470,1124,22,0.4,0,F000,299.35,308.46,60.9,31.92,1080,1124,0
PROD02364,2024-07-01,Night,M009,OP016,Line 3,480,9,471,1109,33,0.4,0,F000,303.85,314.49,59.9,33.09,1080,1109,0
PROD02365,2024-07-06,Morning,M009,OP003,Line 3,480,7,473,989,19,0.4,0,F000,301.95,309.97,51.1,44.29,1080,989,18
PROD02366,2024-07-06,Afternoon,M009,OP010,Line 3,480,17,463,1052,21,0.4,0,F000,299.78,314.03,65.6,36.29,1080,1052,5
PROD02367,2024-07-06,Night,M009,OP005,Line 3,480,14,466,1118,33,0.4,0,F000,301.68,312.58,57.0,43.68,1080,1118,0
PROD02368,2024-07-11,Morning,M009,OP001,Line 3,480,7,473,998,19,0.4,0,F000,296.52,309.1,39.8,40.04,1080,998,16
PROD02369,2024-07-11,Afternoon,M009,OP009,Line 3,480,14,466,1000,20,0.4,0,F000,298.32,306.57,67.5,42.18,1080,1000,16
PROD02370,2024-07-11,Night,M009,OP015,Line 3,480,10,470,1088,32,0.4,0,F000,296.46,307.6,61.8,38.41,1080,1088,0
PROD02371,2024-07-15,Morning,M009,OP018,Line 3,480,10,470,977,19,0.4,0,F000,300.8,311.0,43.1,37.89,1080,977,20
PROD02372,2024-07-15,Afternoon,M009,OP011,Line 3,480,10,470,1131,22,0.4,0,F000,296.97,310.21,53.5,28.87,1080,1131,0
PROD02373,2024-07-15,Night,M009,OP007,Line 3,480,2,478,1097,32,0.4,0,F000,293.93,307.26,60.1,31.26,1080,1097,0
PROD02374,2024-07-17,Morning,M009,OP016,Line 3,480,8,472,1056,21,0.4,0,F000,306.49,315.93,35.9,30.66,1080,1056,4
PROD02375,2024-07-17,Afternoon,M009,OP011,Line 3,480,3,477,1097,21,0.4,0,F000,299.21,313.76,66.5,39.85,1080,1097,0
PROD02376,2024-07-17,Night,M009,OP013,Line 3,480,8,472,1129,33,0.4,0,F000,298.28,306.98,72.1,40.38,1080,1129,0
PROD02377,2024-07-19,Morning,M009,OP020,Line 3,480,11,469,980,19,0.4,0,F000,300.59,308.78,68.1,27.64,1080,980,20
PROD02378,2024-07-19,Afternoon,M009,OP013,Line 3,480,3,477,1069,21,0.4,0,F000,294.52,303.44,54.2,30.79,1080,1069,2
PROD02379,2024-07-19,Night,M009,OP002,Line 3,480,14,466,999,29,0.4,0,F000,302.97,317.48,52.5,33.35,1080,999,16
PROD02380,2024-07-23,Morning,M009,OP008,Line 3,480,5,475,1058,21,0.4,0,F000,297.99,308.29,55.4,35.97,1080,1058,4
PROD02381,2024-07-23,Afternoon,M009,OP007,Line 3,480,4,476,1047,20,0.4,0,F000,294.92,306.02,64.6,43.03,1080,1047,6
PROD02382,2024-07-23,Night,M009,OP012,Line 3,480,5,475,1100,33,0.4,0,F000,301.79,314.56,65.7,36.51,1080,1100,0
PROD02383,2024-07-26,Morning,M009,OP010,Line 3,480,3,477,1074,21,0.4,0,F000,295.11,304.67,46.0,44.2,1080,1074,1
PROD02384,2024-07-26,Afternoon,M009,OP002,Line 3,480,7,473,1011,20,0.4,0,F000,296.28,311.08,47.5,33.77,1080,1011,13
PROD02385,2024-07-26,NIGHT,M009,OP015,Line 3,480,10,470,1113,33,0.4,0,F000,307.62,321.17,69.0,31.45,1080,1113,0
