Product ID,Type,Factory_ID
L54503,L,Factory_C_Giza
M22184,M,Factory_A_Cairo
L54505,L,Factory_C_Giza
M22186,M,Factory_B_Alex
M22187,M,Factory_C_Giza
L54508,L,Factory_A_Cairo
M22189,M,Factory_B_Alex
H36744,H,Factory_C_Giza
L54511,L,Factory_B_Alex
M22192,M,Factory_B_Alex
M22193,M,Factory_B_Alex
L54514,L,Factory_C_Giza
L54515,L,Factory_B_Alex
H36750,H,Factory_C_Giza
L54517,L,Factory_A_Cairo
L54518,L,Factory_C_Giza
L54519,L,Factory_A_Cairo
L54520,L,Factory_C_Giza
L54521,L,Factory_B_Alex
M22202,M,Factory_C_Giza
L54523,L,Factory_B_Alex
L54524,L,Factory_A_Cairo
L54525,L,Factory_C_Giza
L54526,L,Factory_B_Alex
L54527,L,Factory_A_Cairo
H36762,H,Factory_A_Cairo
L54529,L,Factory_C_Giza
L54530,L,Factory_A_Cairo
L54531,L,Factory_B_Alex
M22212,M,Factory_A_Cairo
L54533,L,Factory_A_Cairo
M22214,M,Factory_B_Alex
L54535,L,Factory_A_Cairo
L54536,L,Factory_A_Cairo
L54537,L,Factory_A_Cairo
M22218,M,Factory_A_Cairo
M22219,M,Factory_B_Alex
L54540,L,Factory_A_Cairo
L54541,L,Factory_B_Alex
L54542,L,Factory_A_Cairo
L54543,L,Factory_A_Cairo
L54544,L,Factory_A_Cairo
L54545,L,Factory_A_Cairo
H36780,H,Factory_B_Alex
M22227,M,Factory_B_Alex
M22228,M,Factory_B_Alex
M22229,M,Factory_C_Giza
M22230,M,Factory_A_Cairo
L54551,L,Factory_A_Cairo
L54552,L,Factory_B_Alex
L54553,L,Factory_C_Giza
L54554,L,Factory_A_Cairo
M22235,M,Factory_B_Alex
L54556,L,Factory_A_Cairo
L54557,L,Factory_A_Cairo
L54558,L,Factory_B_Alex
M22239,M,Factory_B_Alex
L54560,L,Factory_A_Cairo
L54561,L,Factory_A_Cairo
L54562,L,Factory_B_Alex
M22243,M,Factory_A_Cairo
L54564,L,Factory_A_Cairo
M22245,M,Factory_B_Alex
M22246,M,Factory_A_Cairo
H36801,H,Factory_A_Cairo
M22248,M,Factory_C_Giza
L54569,L,Factory_B_Alex
M22250,M,Factory_C_Giza
L54571,L,Factory_C_Giza
M22252,M,Factory_C_Giza
M22253,M,Factory_A_Cairo
L54574,L,Factory_A_Cairo
M22255,M,Factory_C_Giza
L54576,L,Factory_C_Giza
L54577,L,Factory_C_Giza
M22258,M,Factory_A_Cairo
L54579,L,Factory_C_Giza
M22260,M,Factory_C_Giza
L54581,L,Factory_B_Alex
M22262,M,Factory_B_Alex
L54583,L,Factory_A_Cairo
L54584,L,Factory_B_Alex
M22265,M,Factory_B_Alex
L54586,L,Factory_B_Alex
H36821,H,Factory_A_Cairo
L54588,L,Factory_B_Alex
L54589,L,Factory_A_Cairo
L54590,L,Factory_C_Giza
L54591,L,Factory_B_Alex
L54592,L,Factory_A_Cairo
M22273,M,Factory_B_Alex
L54594,L,Factory_C_Giza
L54595,L,Factory_A_Cairo
M22276,M,Factory_A_Cairo
M22277,M,Factory_A_Cairo
M22278,M,Factory_C_Giza
L54599,L,Factory_C_Giza
L54600,L,Factory_C_Giza
M22281,M,Factory_A_Cairo
L54602,L,Factory_C_Giza
L54603,L,Factory_B_Alex
M22284,M,Factory_C_Giza
M22285,M,Factory_A_Cairo
M22286,M,Factory_B_Alex
L54607,L,Factory_C_Giza
M22288,M,Factory_B_Alex
L54609,L,Factory_B_Alex
M22290,M,Factory_A_Cairo
M22291,M,Factory_B_Alex
L54612,L,Factory_B_Alex
M22293,M,Factory_A_Cairo
L54614,L,Factory_A_Cairo
L54615,L,Factory_A_Cairo
L54616,L,Factory_B_Alex
L54617,L,Factory_B_Alex
L54618,L,Factory_B_Alex
L54619,L,Factory_A_Cairo
L54620,L,Factory_C_Giza
M22301,M,Factory_B_Alex
L54622,L,Factory_C_Giza
H36857,H,Factory_A_Cairo
L54624,L,Factory_B_Alex
L54625,L,Factory_C_Giza
L54626,L,Factory_B_Alex
M22307,M,Factory_B_Alex
L54628,L,Factory_B_Alex
L54629,L,Factory_C_Giza
L54630,L,Factory_A_Cairo
L54631,L,Factory_B_Alex
L54632,L,Factory_A_Cairo
H36867,H,Factory_A_Cairo
L54634,L,Factory_C_Giza
M22315,M,Factory_C_Giza
M22316,M,Factory_A_Cairo
L54637,L,Factory_B_Alex
M22318,M,Factory_C_Giza
L54639,L,Factory_B_Alex
L54640,L,Factory_B_Alex
L54641,L,Factory_B_Alex
L54642,L,Factory_A_Cairo
H36877,H,Factory_B_Alex
L54644,L,Factory_A_Cairo
M22325,M,Factory_A_Cairo
H36880,H,Factory_B_Alex
H36881,H,Factory_B_Alex
L54648,L,Factory_B_Alex
L54649,L,Factory_B_Alex
L54650,L,Factory_A_Cairo
L54651,L,Factory_B_Alex
M22332,M,Factory_B_Alex
M22333,M,Factory_A_Cairo
L54654,L,Factory_C_Giza
H36889,H,Factory_C_Giza
L54656,L,Factory_A_Cairo
M22337,M,Factory_C_Giza
L54658,L,Factory_A_Cairo
M22339,M,Factory_B_Alex
M22340,M,Factory_B_Alex
H36895,H,Factory_C_Giza
M22342,M,Factory_B_Alex
L54663,L,Factory_C_Giza
M22344,M,Factory_C_Giza
L54665,L,Factory_B_Alex
L54666,L,Factory_B_Alex
L54667,L,Factory_C_Giza
L54668,L,Factory_B_Alex
M22349,M,Factory_A_Cairo
M22350,M,Factory_B_Alex
L54671,L,Factory_B_Alex
M22352,M,Factory_A_Cairo
L54673,L,Factory_B_Alex
L54674,L,Factory_B_Alex
L54675,L,Factory_C_Giza
L54676,L,Factory_B_Alex
M22357,M,Factory_B_Alex
M22358,M,Factory_A_Cairo
L54679,L,Factory_C_Giza
L54680,L,Factory_C_Giza
L54681,L,Factory_C_Giza
H36916,H,Factory_B_Alex
M22363,M,Factory_C_Giza
L54684,L,Factory_A_Cairo
L54685,L,Factory_C_Giza
L54686,L,Factory_A_Cairo
L54687,L,Factory_C_Giza
M22368,M,Factory_C_Giza
L54689,L,Factory_A_Cairo
L54690,L,Factory_C_Giza
L54691,L,Factory_C_Giza
M22372,M,Factory_C_Giza
L54693,L,Factory_B_Alex
L54694,L,Factory_A_Cairo
M22375,M,Factory_C_Giza
M22376,M,Factory_A_Cairo
L54697,L,Factory_A_Cairo
L54698,L,Factory_A_Cairo
L54699,L,Factory_C_Giza
L54700,L,Factory_C_Giza
M22381,M,Factory_A_Cairo
L54702,L,Factory_B_Alex
M22383,M,Factory_A_Cairo
L54704,L,Factory_B_Alex
H36939,H,Factory_A_Cairo
L54706,L,Factory_A_Cairo
L54707,L,Factory_A_Cairo
M22388,M,Factory_C_Giza
L54709,L,Factory_B_Alex
M22390,M,Factory_B_Alex
H36945,H,Factory_A_Cairo
M22392,M,Factory_C_Giza
L54713,L,Factory_C_Giza
L54714,L,Factory_B_Alex
L54715,L,Factory_C_Giza
L54716,L,Factory_B_Alex
L54717,L,Factory_B_Alex
M22398,M,Factory_B_Alex
L54719,L,Factory_C_Giza
M22400,M,Factory_B_Alex
M22401,M,Factory_B_Alex
M22402,M,Factory_A_Cairo
L54723,L,Factory_B_Alex
L54724,L,Factory_B_Alex
L54725,L,Factory_A_Cairo
H36960,H,Factory_A_Cairo
L54727,L,Factory_C_Giza
L54728,L,Factory_B_Alex
L54729,L,Factory_C_Giza
M22410,M,Factory_C_Giza
M22411,M,Factory_A_Cairo
L54732,L,Factory_C_Giza
L54733,L,Factory_B_Alex
M22414,M,Factory_A_Cairo
L54735,L,Factory_B_Alex
L54736,L,Factory_B_Alex
M22417,M,Factory_A_Cairo
M22418,M,Factory_B_Alex
M22419,M,Factory_A_Cairo
M22420,M,Factory_B_Alex
L54741,L,Factory_A_Cairo
M22422,M,Factory_C_Giza
M22423,M,Factory_B_Alex
M22424,M,Factory_A_Cairo
M22425,M,Factory_B_Alex
L54746,L,Factory_B_Alex
M22427,M,Factory_B_Alex
L54748,L,Factory_A_Cairo
L54749,L,Factory_C_Giza
H36984,H,Factory_C_Giza
L54751,L,Factory_C_Giza
L54752,L,Factory_A_Cairo
L54753,L,Factory_C_Giza
L54754,L,Factory_A_Cairo
L54755,L,Factory_B_Alex
M22436,M,Factory_B_Alex
L54757,L,Factory_C_Giza
L54758,L,Factory_A_Cairo
L54759,L,Factory_B_Alex
L54760,L,Factory_A_Cairo
M22441,M,Factory_A_Cairo
H36996,H,Factory_B_Alex
L54763,L,Factory_A_Cairo
L54764,L,Factory_B_Alex
L54765,L,Factory_B_Alex
L54766,L,Factory_B_Alex
L54767,L,Factory_A_Cairo
L54768,L,Factory_B_Alex
L54769,L,Factory_A_Cairo
M22450,M,Factory_B_Alex
M22451,M,Factory_B_Alex
M22452,M,Factory_C_Giza
L54773,L,Factory_C_Giza
L54774,L,Factory_C_Giza
H37009,H,Factory_A_Cairo
L54776,L,Factory_A_Cairo
L54777,L,Factory_B_Alex
L54778,L,Factory_B_Alex
L54779,L,Factory_B_Alex
M22460,M,Factory_B_Alex
L54781,L,Factory_A_Cairo
L54782,L,Factory_B_Alex
L54783,L,Factory_B_Alex
L54784,L,Factory_C_Giza
H37019,H,Factory_B_Alex
M22466,M,Factory_B_Alex
M22467,M,Factory_B_Alex
L54788,L,Factory_A_Cairo
L54789,L,Factory_C_Giza
M22470,M,Factory_B_Alex
L54791,L,Factory_B_Alex
M22472,M,Factory_C_Giza
L54793,L,Factory_B_Alex
L54794,L,Factory_A_Cairo
L54795,L,Factory_B_Alex
M22476,M,Factory_A_Cairo
L54797,L,Factory_A_Cairo
M22478,M,Factory_B_Alex
L54799,L,Factory_C_Giza
L54800,L,Factory_A_Cairo
L54801,L,Factory_C_Giza
M22482,M,Factory_B_Alex
L54803,L,Factory_A_Cairo
L54804,L,Factory_B_Alex
L54805,L,Factory_C_Giza
H37040,H,Factory_B_Alex
L54807,L,Factory_B_Alex
L54808,L,Factory_A_Cairo
M22489,M,Factory_B_Alex
L54810,L,Factory_B_Alex
L54811,L,Factory_B_Alex
L54812,L,Factory_A_Cairo
L54813,L,Factory_C_Giza
M22494,M,Factory_C_Giza
L54815,L,Factory_B_Alex
L54816,L,Factory_A_Cairo
H37051,H,Factory_B_Alex
L54818,L,Factory_C_Giza
L54819,L,Factory_A_Cairo
L54820,L,Factory_C_Giza
M22501,M,Factory_C_Giza
M22502,M,Factory_A_Cairo
H37057,H,Factory_A_Cairo
L54824,L,Factory_B_Alex
L54825,L,Factory_B_Alex
L54826,L,Factory_C_Giza
L54827,L,Factory_A_Cairo
L54828,L,Factory_A_Cairo
H37063,H,Factory_B_Alex
L54830,L,Factory_C_Giza
M22511,M,Factory_C_Giza
L54832,L,Factory_B_Alex
L54833,L,Factory_A_Cairo
M22514,M,Factory_B_Alex
L54835,L,Factory_B_Alex
L54836,L,Factory_B_Alex
L54837,L,Factory_B_Alex
M22518,M,Factory_A_Cairo
L54839,L,Factory_B_Alex
M22520,M,Factory_A_Cairo
L54841,L,Factory_B_Alex
M22522,M,Factory_C_Giza
L54843,L,Factory_A_Cairo
H37078,H,Factory_C_Giza
L54845,L,Factory_B_Alex
M22526,M,Factory_B_Alex
L54847,L,Factory_B_Alex
L54848,L,Factory_A_Cairo
L54849,L,Factory_C_Giza
L54850,L,Factory_A_Cairo
M22531,M,Factory_A_Cairo
M22532,M,Factory_B_Alex
M22533,M,Factory_C_Giza
L54854,L,Factory_B_Alex
L54855,L,Factory_A_Cairo
L54856,L,Factory_B_Alex
L54857,L,Factory_C_Giza
M22538,M,Factory_B_Alex
L54859,L,Factory_C_Giza
L54860,L,Factory_C_Giza
L54861,L,Factory_B_Alex
M22542,M,Factory_A_Cairo
L54863,L,Factory_B_Alex
M22544,M,Factory_A_Cairo
L54865,L,Factory_A_Cairo
M22546,M,Factory_B_Alex
M22547,M,Factory_A_Cairo
L54868,L,Factory_A_Cairo
L54869,L,Factory_B_Alex
M22550,M,Factory_B_Alex
M22551,M,Factory_B_Alex
H37106,H,Factory_A_Cairo
L54873,L,Factory_C_Giza
H37108,H,Factory_A_Cairo
L54875,L,Factory_C_Giza
H37110,H,Factory_B_Alex
L54877,L,Factory_C_Giza
L54878,L,Factory_B_Alex
M22559,M,Factory_B_Alex
M22560,M,Factory_C_Giza
H37115,H,Factory_B_Alex
M22562,M,Factory_C_Giza
H37117,H,Factory_B_Alex
M22564,M,Factory_A_Cairo
L54885,L,Factory_A_Cairo
L54886,L,Factory_B_Alex
H37121,H,Factory_B_Alex
L54888,L,Factory_C_Giza
L54889,L,Factory_A_Cairo
M22570,M,Factory_C_Giza
L54891,L,Factory_B_Alex
L54892,L,Factory_B_Alex
M22573,M,Factory_C_Giza
L54894,L,Factory_B_Alex
L54895,L,Factory_A_Cairo
M22576,M,Factory_C_Giza
L54897,L,Factory_A_Cairo
H37132,H,Factory_A_Cairo
H37133,H,Factory_A_Cairo
H37134,H,Factory_C_Giza
L54901,L,Factory_B_Alex
L54902,L,Factory_A_Cairo
L54903,L,Factory_A_Cairo
M22584,M,Factory_A_Cairo
L54905,L,Factory_B_Alex
M22586,M,Factory_B_Alex
M22587,M,Factory_C_Giza
L54908,L,Factory_B_Alex
H37143,H,Factory_C_Giza
L54910,L,Factory_C_Giza
L54911,L,Factory_C_Giza
L54912,L,Factory_C_Giza
L54913,L,Factory_C_Giza
L54914,L,Factory_A_Cairo
L54915,L,Factory_B_Alex
H37150,H,Factory_A_Cairo
M22597,M,Factory_C_Giza
M22598,M,Factory_B_Alex
L54919,L,Factory_A_Cairo
L54920,L,Factory_A_Cairo
L54921,L,Factory_C_Giza
M22602,M,Factory_A_Cairo
L54923,L,Factory_A_Cairo
L54924,L,Factory_A_Cairo
L54925,L,Factory_A_Cairo
M22606,M,Factory_A_Cairo
M22607,M,Factory_C_Giza
L54928,L,Factory_C_Giza
L54929,L,Factory_A_Cairo
L54930,L,Factory_C_Giza
M22611,M,Factory_C_Giza
M22612,M,Factory_B_Alex
M22613,M,Factory_A_Cairo
M22614,M,Factory_C_Giza
M22615,M,Factory_C_Giza
L54936,L,Factory_A_Cairo
M22617,M,Factory_B_Alex
L54938,L,Factory_A_Cairo
L54939,L,Factory_B_Alex
M22620,M,Factory_A_Cairo
H37175,H,Factory_A_Cairo
M22622,M,Factory_A_Cairo
L54943,L,Factory_A_Cairo
M22624,M,Factory_B_Alex
H37179,H,Factory_B_Alex
L54946,L,Factory_C_Giza
H37181,H,Factory_A_Cairo
M22628,M,Factory_B_Alex
L54949,L,Factory_B_Alex
L54950,L,Factory_B_Alex
L54951,L,Factory_A_Cairo
H37186,H,Factory_C_Giza
L54953,L,Factory_B_Alex
L54954,L,Factory_A_Cairo
L54955,L,Factory_B_Alex
M22636,M,Factory_B_Alex
L54957,L,Factory_C_Giza
L54958,L,Factory_B_Alex
L54959,L,Factory_B_Alex
L54960,L,Factory_A_Cairo
L54961,L,Factory_A_Cairo
M22642,M,Factory_C_Giza
L54963,L,Factory_A_Cairo
L54964,L,Factory_A_Cairo
L54965,L,Factory_C_Giza
L54966,L,Factory_B_Alex
L54967,L,Factory_C_Giza
M22648,M,Factory_A_Cairo
L54969,L,Factory_C_Giza
L54970,L,Factory_B_Alex
L54971,L,Factory_C_Giza
H37206,H,Factory_A_Cairo
L54973,L,Factory_A_Cairo
M22654,M,Factory_C_Giza
H37209,H,Factory_B_Alex
L54976,L,Factory_C_Giza
L54977,L,Factory_B_Alex
L54978,L,Factory_B_Alex
L54979,L,Factory_C_Giza
M22660,M,Factory_B_Alex
L54981,L,Factory_A_Cairo
L54982,L,Factory_C_Giza
M22663,M,Factory_B_Alex
M22664,M,Factory_A_Cairo
L54985,L,Factory_C_Giza
L54986,L,Factory_A_Cairo
M22667,M,Factory_A_Cairo
L54988,L,Factory_A_Cairo
M22669,M,Factory_B_Alex
L54990,L,Factory_C_Giza
M22671,M,Factory_C_Giza
L54992,L,Factory_B_Alex
L54993,L,Factory_C_Giza
L54994,L,Factory_A_Cairo
M22675,M,Factory_C_Giza
L54996,L,Factory_B_Alex
H37231,H,Factory_A_Cairo
L54998,L,Factory_B_Alex
L54999,L,Factory_A_Cairo
M22680,M,Factory_A_Cairo
L55001,L,Factory_C_Giza
H37236,H,Factory_A_Cairo
L55003,L,Factory_B_Alex
L55004,L,Factory_C_Giza
M22685,M,Factory_B_Alex
L55006,L,Factory_A_Cairo
M22687,M,Factory_B_Alex
M22688,M,Factory_B_Alex
L55009,L,Factory_A_Cairo
H37244,H,Factory_C_Giza
M22691,M,Factory_B_Alex
L55012,L,Factory_A_Cairo
L55013,L,Factory_C_Giza
L55014,L,Factory_C_Giza
L55015,L,Factory_C_Giza
L55016,L,Factory_B_Alex
L55017,L,Factory_B_Alex
L55018,L,Factory_B_Alex
L55019,L,Factory_C_Giza
L55020,L,Factory_B_Alex
L55021,L,Factory_A_Cairo
L55022,L,Factory_B_Alex
M22703,M,Factory_B_Alex
L55024,L,Factory_C_Giza
L55025,L,Factory_B_Alex
M22706,M,Factory_A_Cairo
L55027,L,Factory_C_Giza
H37262,H,Factory_A_Cairo
M22709,M,Factory_C_Giza
M22710,M,Factory_C_Giza
L55031,L,Factory_B_Alex
L55032,L,Factory_A_Cairo
L55033,L,Factory_C_Giza
L55034,L,Factory_B_Alex
M22715,M,Factory_C_Giza
L55036,L,Factory_C_Giza
L55037,L,Factory_C_Giza
L55038,L,Factory_C_Giza
M22719,M,Factory_C_Giza
L55040,L,Factory_C_Giza
L55041,L,Factory_B_Alex
M22722,M,Factory_C_Giza
M22723,M,Factory_A_Cairo
L55044,L,Factory_B_Alex
L55045,L,Factory_A_Cairo
L55046,L,Factory_C_Giza
L55047,L,Factory_A_Cairo
H37282,H,Factory_C_Giza
M22729,M,Factory_C_Giza
M22730,M,Factory_B_Alex
L55051,L,Factory_B_Alex
L55052,L,Factory_C_Giza
L55053,L,Factory_B_Alex
L55054,L,Factory_A_Cairo
L55055,L,Factory_B_Alex
H37290,H,Factory_B_Alex
L55057,L,Factory_A_Cairo
L55058,L,Factory_B_Alex
M22739,M,Factory_C_Giza
H37294,H,Factory_A_Cairo
L55061,L,Factory_C_Giza
H37296,H,Factory_A_Cairo
H37297,H,Factory_C_Giza
L55064,L,Factory_C_Giza
L55065,L,Factory_B_Alex
M22746,M,Factory_C_Giza
L55067,L,Factory_B_Alex
L55068,L,Factory_A_Cairo
M22749,M,Factory_C_Giza
L55070,L,Factory_C_Giza
L55071,L,Factory_A_Cairo
M22752,M,Factory_A_Cairo
L55073,L,Factory_C_Giza
M22754,M,Factory_A_Cairo
L55075,L,Factory_B_Alex
L55076,L,Factory_A_Cairo
L55077,L,Factory_A_Cairo
L55078,L,Factory_C_Giza
L55079,L,Factory_B_Alex
L55080,L,Factory_A_Cairo
L55081,L,Factory_B_Alex
M22762,M,Factory_B_Alex
L55083,L,Factory_B_Alex
M22764,M,Factory_C_Giza
M22765,M,Factory_A_Cairo
L55086,L,Factory_C_Giza
L55087,L,Factory_A_Cairo
L55088,L,Factory_A_Cairo
L55089,L,Factory_C_Giza
M22770,M,Factory_B_Alex
L55091,L,Factory_B_Alex
L55092,L,Factory_A_Cairo
L55093,L,Factory_C_Giza
H37328,H,Factory_B_Alex
H37329,H,Factory_B_Alex
L55096,L,Factory_A_Cairo
L55097,L,Factory_A_Cairo
L55098,L,Factory_C_Giza
L55099,L,Factory_A_Cairo
L55100,L,Factory_B_Alex
L55101,L,Factory_B_Alex
L55102,L,Factory_B_Alex
M22783,M,Factory_B_Alex
H37338,H,Factory_C_Giza
M22785,M,Factory_C_Giza
L55106,L,Factory_A_Cairo
L55107,L,Factory_A_Cairo
L55108,L,Factory_A_Cairo
M22789,M,Factory_C_Giza
L55110,L,Factory_B_Alex
L55111,L,Factory_A_Cairo
L55112,L,Factory_B_Alex
L55113,L,Factory_A_Cairo
M22794,M,Factory_A_Cairo
M22795,M,Factory_A_Cairo
L55116,L,Factory_A_Cairo
L55117,L,Factory_A_Cairo
L55118,L,Factory_B_Alex
L55119,L,Factory_A_Cairo
M22800,M,Factory_B_Alex
M22801,M,Factory_C_Giza
L55122,L,Factory_A_Cairo
L55123,L,Factory_B_Alex
L55124,L,Factory_C_Giza
L55125,L,Factory_C_Giza
L55126,L,Factory_C_Giza
L55127,L,Factory_B_Alex
L55128,L,Factory_A_Cairo
M22809,M,Factory_A_Cairo
L55130,L,Factory_B_Alex
M22811,M,Factory_A_Cairo
M22812,M,Factory_B_Alex
L55133,L,Factory_A_Cairo
L55134,L,Factory_C_Giza
M22815,M,Factory_A_Cairo
H37370,H,Factory_B_Alex
H37371,H,Factory_B_Alex
L55138,L,Factory_C_Giza
L55139,L,Factory_B_Alex
H37374,H,Factory_A_Cairo
L55141,L,Factory_A_Cairo
L55142,L,Factory_C_Giza
L55143,L,Factory_B_Alex
L55144,L,Factory_C_Giza
L55145,L,Factory_A_Cairo
L55146,L,Factory_C_Giza
M22827,M,Factory_B_Alex
L55148,L,Factory_C_Giza
L55149,L,Factory_B_Alex
M22830,M,Factory_B_Alex
L55151,L,Factory_A_Cairo
L55152,L,Factory_A_Cairo
L55153,L,Factory_A_Cairo
L55154,L,Factory_B_Alex
M22835,M,Factory_C_Giza
H37390,H,Factory_B_Alex
L55157,L,Factory_A_Cairo
L55158,L,Factory_A_Cairo
M22839,M,Factory_C_Giza
M22840,M,Factory_A_Cairo
L55161,L,Factory_A_Cairo
L55162,L,Factory_A_Cairo
L55163,L,Factory_C_Giza
L55164,L,Factory_B_Alex
L55165,L,Factory_A_Cairo
L55166,L,Factory_C_Giza
H37401,H,Factory_A_Cairo
L55168,L,Factory_C_Giza
L55169,L,Factory_A_Cairo
M22850,M,Factory_C_Giza
L55171,L,Factory_A_Cairo
M22852,M,Factory_B_Alex
L55173,L,Factory_A_Cairo
L55174,L,Factory_C_Giza
L55175,L,Factory_A_Cairo
M22856,M,Factory_B_Alex
M22857,M,Factory_A_Cairo
L55178,L,Factory_C_Giza
M22859,M,Factory_C_Giza
M22860,M,Factory_B_Alex
L55181,L,Factory_C_Giza
M22862,M,Factory_A_Cairo
M22863,M,Factory_A_Cairo
L55184,L,Factory_A_Cairo
L55185,L,Factory_C_Giza
L55186,L,Factory_A_Cairo
M22867,M,Factory_A_Cairo
L55188,L,Factory_A_Cairo
H37423,H,Factory_B_Alex
L55190,L,Factory_C_Giza
L55191,L,Factory_C_Giza
M22872,M,Factory_C_Giza
M22873,M,Factory_B_Alex
L55194,L,Factory_C_Giza
M22875,M,Factory_B_Alex
M22876,M,Factory_B_Alex
L55197,L,Factory_C_Giza
L55198,L,Factory_A_Cairo
L55199,L,Factory_A_Cairo
H37434,H,Factory_C_Giza
M22881,M,Factory_C_Giza
L55202,L,Factory_B_Alex
H37437,H,Factory_C_Giza
L55204,L,Factory_B_Alex
M22885,M,Factory_C_Giza
L55206,L,Factory_A_Cairo
L55207,L,Factory_A_Cairo
L55208,L,Factory_C_Giza
M22889,M,Factory_B_Alex
L55210,L,Factory_A_Cairo
L55211,L,Factory_B_Alex
L55212,L,Factory_C_Giza
L55213,L,Factory_C_Giza
L55214,L,Factory_A_Cairo
L55215,L,Factory_C_Giza
L55216,L,Factory_A_Cairo
L55217,L,Factory_B_Alex
L55218,L,Factory_A_Cairo
L55219,L,Factory_A_Cairo
L55220,L,Factory_B_Alex
H37455,H,Factory_A_Cairo
L55222,L,Factory_A_Cairo
L55223,L,Factory_C_Giza
L55224,L,Factory_B_Alex
M22905,M,Factory_A_Cairo
L55226,L,Factory_B_Alex
L55227,L,Factory_B_Alex
L55228,L,Factory_A_Cairo
H37463,H,Factory_C_Giza
L55230,L,Factory_B_Alex
L55231,L,Factory_A_Cairo
L55232,L,Factory_B_Alex
L55233,L,Factory_C_Giza
L55234,L,Factory_C_Giza
H37469,H,Factory_C_Giza
L55236,L,Factory_A_Cairo
L55237,L,Factory_A_Cairo
L55238,L,Factory_C_Giza
L55239,L,Factory_A_Cairo
H37474,H,Factory_C_Giza
M22921,M,Factory_A_Cairo
M22922,M,Factory_C_Giza
M22923,M,Factory_B_Alex
L55244,L,Factory_C_Giza
M22925,M,Factory_C_Giza
L55246,L,Factory_A_Cairo
M22927,M,Factory_A_Cairo
M22928,M,Factory_A_Cairo
M22929,M,Factory_A_Cairo
M22930,M,Factory_A_Cairo
L55251,L,Factory_A_Cairo
H37486,H,Factory_B_Alex
L55253,L,Factory_C_Giza
L55254,L,Factory_C_Giza
L55255,L,Factory_C_Giza
L55256,L,Factory_B_Alex
L55257,L,Factory_C_Giza
L55258,L,Factory_B_Alex
L55259,L,Factory_B_Alex
H37494,H,Factory_B_Alex
L55261,L,Factory_C_Giza
H37496,H,Factory_B_Alex
L55263,L,Factory_C_Giza
L55264,L,Factory_C_Giza
L55265,L,Factory_A_Cairo
L55266,L,Factory_A_Cairo
L55267,L,Factory_B_Alex
L55268,L,Factory_B_Alex
L55269,L,Factory_C_Giza
L55270,L,Factory_B_Alex
L55271,L,Factory_B_Alex
M22952,M,Factory_C_Giza
L55273,L,Factory_B_Alex
H37508,H,Factory_B_Alex
L55275,L,Factory_C_Giza
M22956,M,Factory_C_Giza
L55277,L,Factory_A_Cairo
L55278,L,Factory_C_Giza
L55279,L,Factory_A_Cairo
L55280,L,Factory_B_Alex
L55281,L,Factory_C_Giza
L55282,L,Factory_C_Giza
M22963,M,Factory_C_Giza
L55284,L,Factory_B_Alex
L55285,L,Factory_A_Cairo
M22966,M,Factory_B_Alex
H37521,H,Factory_B_Alex
M22968,M,Factory_C_Giza
L55289,L,Factory_A_Cairo
H37524,H,Factory_B_Alex
M22971,M,Factory_C_Giza
M22972,M,Factory_B_Alex
L55293,L,Factory_B_Alex
H37528,H,Factory_C_Giza
L55295,L,Factory_C_Giza
L55296,L,Factory_A_Cairo
L55297,L,Factory_B_Alex
L55298,L,Factory_C_Giza
L55299,L,Factory_C_Giza
L55300,L,Factory_A_Cairo
L55301,L,Factory_A_Cairo
M22982,M,Factory_C_Giza
H37537,H,Factory_A_Cairo
L55304,L,Factory_C_Giza
L55305,L,Factory_B_Alex
L55306,L,Factory_A_Cairo
M22987,M,Factory_B_Alex
L55308,L,Factory_B_Alex
L55309,L,Factory_B_Alex
H37544,H,Factory_C_Giza
H37545,H,Factory_B_Alex
M22992,M,Factory_B_Alex
L55313,L,Factory_B_Alex
L55314,L,Factory_C_Giza
L55315,L,Factory_B_Alex
M22996,M,Factory_B_Alex
H37551,H,Factory_A_Cairo
L55318,L,Factory_C_Giza
L55319,L,Factory_B_Alex
L55320,L,Factory_A_Cairo
L55321,L,Factory_C_Giza
M23002,M,Factory_C_Giza
L55323,L,Factory_C_Giza
M23004,M,Factory_C_Giza
M23005,M,Factory_C_Giza
L55326,L,Factory_C_Giza
L55327,L,Factory_B_Alex
M23008,M,Factory_B_Alex
M23009,M,Factory_B_Alex
M23010,M,Factory_B_Alex
L55331,L,Factory_A_Cairo
L55332,L,Factory_B_Alex
L55333,L,Factory_C_Giza
L55334,L,Factory_B_Alex
L55335,L,Factory_B_Alex
L55336,L,Factory_C_Giza
L55337,L,Factory_B_Alex
L55338,L,Factory_B_Alex
H37573,H,Factory_B_Alex
M23020,M,Factory_A_Cairo
H37575,H,Factory_B_Alex
L55342,L,Factory_C_Giza
L55343,L,Factory_C_Giza
L55344,L,Factory_B_Alex
L55345,L,Factory_B_Alex
L55346,L,Factory_B_Alex
H37581,H,Factory_C_Giza
L55348,L,Factory_C_Giza
M23029,M,Factory_A_Cairo
L55350,L,Factory_A_Cairo
H37585,H,Factory_A_Cairo
L55352,L,Factory_C_Giza
H37587,H,Factory_A_Cairo
L55354,L,Factory_B_Alex
M23035,M,Factory_B_Alex
L55356,L,Factory_C_Giza
L55357,L,Factory_A_Cairo
L55358,L,Factory_B_Alex
